"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jul 10 2009","2455022.999988426","268920001","117.43","1.05e-7","2.05e-8","-1.74","-","57.10","1e-8","0","bin49.log"
"Jul 17 2009","2455029.999988426","269524801","269.52","1.59e-7","2.20e-8","-1.74","-","50.59","1e-8","0","bin50.log"
"Jul 24 2009","2455036.999988426","270129601","331.7","1.62e-7","2.20e-8","-1.74","-","44.47","1e-8","0","bin51.log"
"Jul 31 2009","2455043.999988426","270734401","184.89","9.72e-8","1.74e-8","-1.74","-","38.93","1e-8","0","bin52.log"
"Aug 07 2009","2455050.999988426","271339201","228.18","1.46e-7","2.20e-8","-1.74","-","34.23","1e-8","0","bin53.log"
"Aug 14 2009","2455057.999988426","271944001","224.41","1.54e-7","2.50e-8","-1.74","-","30.71","1e-8","0","bin54.log"
"Aug 21 2009","2455064.999988426","272548801","192.16","1.61e-7","2.80e-8","-1.74","-","28.73","1e-8","0","bin55.log"
"Aug 28 2009","2455071.999988426","273153601","134.44","1.24e-7","2.41e-8","-1.74","-","28.57","1e-8","0","bin56.log"
"Sep 04 2009","2455078.999988426","273758401","190.1","1.34e-7","2.20e-8","-1.74","-","30.18","1e-8","0","bin57.log"
"Sep 11 2009","2455085.999988426","274363201","211.16","1.66e-7","2.60e-8","-1.74","-","33.24","1e-8","0","bin58.log"
"Sep 18 2009","2455092.999988426","274968001","249.89","1.80e-7","2.80e-8","-1.74","-","37.34","1e-8","0","bin59.log"
"Sep 25 2009","2455099.999988426","275572801","216.93","1.75e-7","2.70e-8","-1.74","-","42.13","1e-8","0","bin60.log"
"Oct 02 2009","2455106.999988426","276177601","359.16","2.07e-7","2.60e-8","-1.74","-","47.34","1e-8","0","bin61.log"
"Oct 09 2009","2455113.999988426","276782401","335.3","2.01e-7","2.70e-8","-1.74","-","52.78","1e-8","0","bin62.log"
"Oct 16 2009","2455120.999988426","277387201","416.39","2.15e-7","2.60e-8","-1.74","-","58.33","1e-8","0","bin63.log"
"Oct 23 2009","2455127.999988426","277992001","330.28","1.77e-7","2.30e-8","-1.74","-","63.89","1e-8","0","bin64.log"
"Oct 30 2009","2455134.999988426","278596801","315.06","2.11e-7","2.70e-8","-1.74","-","69.39","1e-8","0","bin65.log"
"Nov 06 2009","2455141.999988426","279201601","210.58","1.58e-7","2.50e-8","-1.74","-","74.76","1e-8","0","bin66.log"
"Nov 13 2009","2455148.999988426","279806401","286.03","1.88e-7","2.70e-8","-1.74","-","79.96","1e-8","0","bin67.log"
"Nov 20 2009","2455155.999988426","280411201","184.11","1.36e-7","2.20e-8","-1.74","-","84.93","1e-8","0","bin68.log"
"Nov 27 2009","2455162.999988426","281016001","314.33","1.56e-7","2.30e-8","-1.74","-","89.65","1e-8","0","bin69.log"
"Dec 04 2009","2455169.999988426","281620801","371.66","2.00e-7","2.60e-8","-1.74","-","94.08","1e-8","0","bin70.log"
"Dec 11 2009","2455176.999988426","282225601","304.05","1.85e-7","2.60e-8","-1.74","-","98.25","1e-8","0","bin71.log"
"Dec 18 2009","2455183.999988426","282830401","449.37","2.29e-7","2.60e-8","-1.74","-","102.15","1e-8","0","bin72.log"
"Dec 25 2009","2455190.999988426","283435201","444.92","2.51e-7","2.90e-8","-1.74","-","105.84","1e-8","0","bin73.log"
"Jan 01 2010","2455197.999988426","284040001","413.51","2.66e-7","3.20e-8","-1.74","-","109.35","1e-8","0","bin74.log"
"Jan 08 2010","2455204.999988426","284644801","576.17","2.85e-7","3.00e-8","-1.74","-","112.76","1e-8","0","bin75.log"
"Jan 15 2010","2455211.999988426","285249601","249.51","1.60e-7","2.50e-8","-1.74","-","116.10","1e-8","0","bin76.log"
"Jan 22 2010","2455218.999988426","285854401","258.65","1.48e-7","2.20e-8","-1.74","-","119.41","1e-8","0","bin77.log"
"Jan 29 2010","2455225.999988426","286459201","241.84","1.40e-7","2.20e-8","-1.74","-","122.71","1e-8","0","bin78.log"
"Feb 05 2010","2455232.999988426","287064001","251.07","1.57e-7","2.30e-8","-1.74","-","125.97","1e-8","0","bin79.log"
"Feb 12 2010","2455239.999988426","287668801","348.59","1.69e-7","2.30e-8","-1.74","-","129.15","1e-8","0","bin80.log"
"Feb 19 2010","2455246.999988426","288273601","607.01","2.80e-7","3.00e-8","-1.74","-","132.17","1e-8","0","bin81.log"
"Feb 26 2010","2455253.999988426","288878401","189.92","1.36e-7","2.60e-8","-1.74","-","134.90","1e-8","0","bin82.log"
"Mar 05 2010","2455260.999988426","289483201","230.4","1.40e-7","2.20e-8","-1.74","-","137.18","1e-8","0","bin83.log"
"Mar 12 2010","2455267.999988426","290088001","202.07","1.39e-7","2.30e-8","-1.74","-","138.83","1e-8","0","bin84.log"
"Mar 19 2010","2455274.999988426","290692801","296.89","1.64e-7","2.30e-8","-1.74","-","139.66","1e-8","0","bin85.log"
"Mar 26 2010","2455281.999988426","291297601","187.32","1.39e-7","2.40e-8","-1.74","-","139.53","1e-8","0","bin86.log"
"Apr 02 2010","2455288.999988426","291902401","269.02","1.48e-7","2.20e-8","-1.74","-","138.35","1e-8","0","bin87.log"
"Apr 09 2010","2455295.999988426","292507201","161.14","1.43e-7","2.40e-8","-1.74","-","136.10","1e-8","0","bin88.log"
"Apr 16 2010","2455302.999988426","293112001","114.12","1.05e-7","2.15e-8","-1.74","-","132.88","1e-8","0","bin89.log"
"Apr 23 2010","2455309.999988426","293716801","323.7","2.06e-7","2.70e-8","-1.74","-","128.80","1e-8","0","bin90.log"
"Apr 30 2010","2455316.999988426","294321601","549.97","2.91e-7","2.90e-8","-1.74","-","124.00","1e-8","0","bin91.log"
"May 07 2010","2455323.999988426","294926401","203.54","1.65e-7","2.50e-8","-1.74","-","118.60","1e-8","0","bin92.log"
"May 14 2010","2455330.999988426","295531201","276.38","1.78e-7","2.60e-8","-1.74","-","112.72","1e-8","0","bin93.log"
"May 21 2010","2455337.999988426","296136001","267.56","1.84e-7","2.60e-8","-1.74","-","106.45","1e-8","0","bin94.log"
"May 28 2010","2455344.999988426","296740801","261.36","1.73e-7","2.40e-8","-1.74","-","99.88","1e-8","0","bin95.log"
"Jun 04 2010","2455351.999988426","297345601","249.9","1.41e-7","2.20e-8","-1.74","-","93.09","1e-8","0","bin96.log"
"Jun 11 2010","2455358.999988426","297950401","203.11","1.68e-7","2.40e-8","-1.74","-","86.14","1e-8","0","bin97.log"
"Jun 18 2010","2455365.999988426","298555201","351.35","1.93e-7","2.50e-8","-1.74","-","79.12","1e-8","0","bin98.log"
"Jun 25 2010","2455372.999988426","299160001","252.41","1.81e-7","2.70e-8","-1.74","-","72.08","1e-8","0","bin99.log"
"Jul 02 2010","2455379.999988426","299764801","184.57","1.54e-7","2.50e-8","-1.74","-","65.11","1e-8","0","bin100.log"
"Jul 09 2010","2455386.999988426","300369601","340.49","2.10e-7","2.70e-8","-1.74","-","58.29","1e-8","0","bin101.log"
"Jul 16 2010","2455393.999988426","300974401","97.79","7.56e-8","1.66e-8","-1.74","-","51.72","1e-8","0","bin102.log"
"Jul 23 2010","2455400.999988426","301579201","102.26","9.28e-8","1.97e-8","-1.74","-","45.52","1e-8","0","bin103.log"
"Jul 30 2010","2455407.999988426","302184001","62.92","7.01e-8","1.69e-8","-1.74","-","39.86","1e-8","0","bin104.log"
"Aug 06 2010","2455414.999988426","302788801","48.98","6.59e-8","1.88e-8","-1.74","-","34.99","1e-8","0","bin105.log"
"Aug 13 2010","2455421.999988426","303393601","140.79","1.12e-7","2.15e-8","-1.74","-","31.23","1e-8","0","bin106.log"
"Aug 20 2010","2455428.999988426","303998401","197.7","1.23e-7","2.10e-8","-1.74","-","28.96","1e-8","0","bin107.log"
"Aug 27 2010","2455435.999988426","304603201","148.41","1.21e-7","2.19e-8","-1.74","-","28.46","1e-8","0","bin108.log"
"Sep 03 2010","2455442.999988426","305208001","162.54","1.29e-7","2.40e-8","-1.74","-","29.77","1e-8","0","bin109.log"
"Sep 10 2010","2455449.999988426","305812801","157.47","9.64e-8","1.82e-8","-1.74","-","32.61","1e-8","0","bin110.log"
"Sep 17 2010","2455456.999988426","306417601","148.77","1.28e-7","2.30e-8","-1.74","-","36.56","1e-8","0","bin111.log"
"Sep 24 2010","2455463.999988426","307022401","249.34","1.75e-7","2.90e-8","-1.74","-","41.24","1e-8","0","bin112.log"
"Oct 01 2010","2455470.999988426","307627201","229.91","1.63e-7","2.50e-8","-1.74","-","46.39","1e-8","0","bin113.log"
"Oct 08 2010","2455477.999988426","308232001","345.86","2.07e-7","2.70e-8","-1.74","-","51.80","1e-8","0","bin114.log"
"Oct 15 2010","2455484.999988426","308836801","321.05","2.17e-7","2.70e-8","-1.74","-","57.34","1e-8","0","bin115.log"
"Oct 22 2010","2455491.999988426","309441601","370.43","2.30e-7","2.80e-8","-1.74","-","62.90","1e-8","0","bin116.log"
"Oct 29 2010","2455498.999988426","310046401","311.04","1.78e-7","2.40e-8","-1.74","-","68.42","1e-8","0","bin117.log"
"Nov 05 2010","2455505.999988426","310651201","208.23","1.49e-7","2.30e-8","-1.74","-","73.82","1e-8","0","bin118.log"
"Nov 12 2010","2455512.999988426","311256001","202.64","1.58e-7","2.50e-8","-1.74","-","79.05","1e-8","0","bin119.log"
"Nov 19 2010","2455519.999988426","311860801","148.41","1.15e-7","2.08e-8","-1.74","-","84.07","1e-8","0","bin120.log"
"Nov 26 2010","2455526.999988426","312465601","251.03","1.65e-7","2.50e-8","-1.74","-","88.83","1e-8","0","bin121.log"
"Dec 03 2010","2455533.999988426","313070401","301.3","1.68e-7","2.40e-8","-1.74","-","93.32","1e-8","0","bin122.log"
"Dec 10 2010","2455540.999988426","313675201","183.39","1.45e-7","2.30e-8","-1.74","-","97.53","1e-8","0","bin123.log"
"Dec 17 2010","2455547.999988426","314280001","218.35","1.45e-7","2.40e-8","-1.74","-","101.48","1e-8","0","bin124.log"
"Dec 24 2010","2455554.999988426","314884801","396.87","2.16e-7","2.60e-8","-1.74","-","105.20","1e-8","0","bin125.log"
"Dec 31 2010","2455561.999988426","315489601","147.13","1.38e-7","2.70e-8","-1.74","-","108.74","1e-8","0","bin126.log"
"Jan 07 2011","2455568.999988426","316094401","292.87","1.92e-7","2.70e-8","-1.74","-","112.16","1e-8","0","bin127.log"
"Jan 14 2011","2455575.999988426","316699201","306.3","1.87e-7","2.60e-8","-1.74","-","115.51","1e-8","0","bin128.log"
"Jan 21 2011","2455582.999988426","317304001","396.67","2.29e-7","2.70e-8","-1.74","-","118.82","1e-8","0","bin129.log"
"Jan 28 2011","2455589.999988426","317908801","234.08","1.47e-7","2.20e-8","-1.74","-","122.12","1e-8","0","bin130.log"
"Feb 04 2011","2455596.999988426","318513601","193","1.55e-7","2.50e-8","-1.74","-","125.40","1e-8","0","bin131.log"
"Feb 11 2011","2455603.999988426","319118401","177.36","1.28e-7","2.30e-8","-1.74","-","128.60","1e-8","0","bin132.log"
"Feb 18 2011","2455610.999988426","319723201","122.12","1.07e-7","2.11e-8","-1.74","-","131.65","1e-8","0","bin133.log"
"Feb 25 2011","2455617.999988426","320328001","290.17","2.14e-7","2.80e-8","-1.74","-","134.44","1e-8","0","bin134.log"
"Mar 04 2011","2455624.999988426","320932801","410.79","2.52e-7","3.00e-8","-1.74","-","136.81","1e-8","0","bin135.log"
"Mar 11 2011","2455631.999988426","321537601","325.14","2.30e-7","2.80e-8","-1.74","-","138.59","1e-8","0","bin136.log"
"Mar 18 2011","2455638.999988426","322142401","414.27","2.23e-7","2.70e-8","-1.74","-","139.58","1e-8","0","bin137.log"
"Mar 25 2011","2455645.999988426","322747201","350.8","2.11e-7","2.80e-8","-1.74","-","139.63","1e-8","0","bin138.log"
"Apr 01 2011","2455652.999988426","323352001","339.01","2.02e-7","2.60e-8","-1.74","-","138.64","1e-8","0","bin139.log"
"Apr 08 2011","2455659.999988426","323956801","298.74","1.68e-7","2.40e-8","-1.74","-","136.58","1e-8","0","bin140.log"
"Apr 15 2011","2455666.999988426","324561601","155.44","1.51e-7","2.70e-8","-1.74","-","133.52","1e-8","0","bin141.log"
"Apr 22 2011","2455673.999988426","325166401","145.3","1.24e-7","2.30e-8","-1.74","-","129.58","1e-8","0","bin142.log"
"Apr 29 2011","2455680.999988426","325771201","82.64","7.20e-8","1.95e-8","-1.74","-","124.90","1e-8","0","bin143.log"
"May 06 2011","2455687.999988426","326376001","229.54","1.66e-7","2.50e-8","-1.74","-","119.60","1e-8","0","bin144.log"
"May 13 2011","2455694.999988426","326980801","204.7","1.32e-7","2.10e-8","-1.74","-","113.79","1e-8","0","bin145.log"
"May 20 2011","2455701.999988426","327585601","180.92","1.17e-7","2.09e-8","-1.74","-","107.58","1e-8","0","bin146.log"
"May 27 2011","2455708.999988426","328190401","95.15","1.06e-7","2.19e-8","-1.74","-","101.06","1e-8","0","bin147.log"
"Jun 03 2011","2455715.999988426","328795201","79.97","7.05e-8","1.64e-8","-1.74","-","94.30","1e-8","0","bin148.log"
"Jun 10 2011","2455722.999988426","329400001","151.23","8.74e-8","1.81e-8","-1.74","-","87.38","1e-8","0","bin149.log"
"Jun 17 2011","2455729.999988426","330004801","66.98","6.23e-8","1.85e-8","-1.74","-","80.36","1e-8","0","bin150.log"
"Jun 24 2011","2455736.999988426","330609601","164.4","1.33e-7","2.30e-8","-1.74","-","73.33","1e-8","0","bin151.log"
"Jul 01 2011","2455743.999988426","331214401","146.58","1.16e-7","2.12e-8","-1.74","-","66.34","1e-8","0","bin152.log"
"Jul 08 2011","2455750.999988426","331819201","245.18","1.37e-7","2.10e-8","-1.74","-","59.49","1e-8","0","bin153.log"
"Jul 15 2011","2455757.999988426","332424001","185.64","1.22e-7","2.10e-8","-1.74","-","52.86","1e-8","0","bin154.log"
"Jul 22 2011","2455764.999988426","333028801","110.91","6.89e-8","1.66e-8","-1.74","-","46.58","1e-8","0","bin155.log"
"Jul 29 2011","2455771.999988426","333633601","190.78","1.33e-7","2.30e-8","-1.74","-","40.82","1e-8","0","bin156.log"
"Aug 05 2011","2455778.999988426","334238401","163.68","1.52e-7","2.50e-8","-1.74","-","35.78","1e-8","0","bin157.log"
"Aug 12 2011","2455785.999988426","334843201","141.31","1.22e-7","2.40e-8","-1.74","-","31.80","1e-8","0","bin158.log"
"Aug 19 2011","2455792.999988426","335448001","217.16","1.61e-7","2.50e-8","-1.74","-","29.24","1e-8","0","bin159.log"
"Aug 26 2011","2455799.999988426","336052801","195.93","1.44e-7","2.40e-8","-1.74","-","28.42","1e-8","0","bin160.log"
"Sep 02 2011","2455806.999988426","336657601","185.64","1.52e-7","2.70e-8","-1.74","-","29.42","1e-8","0","bin161.log"
"Sep 09 2011","2455813.999988426","337262401","493.53","2.16e-7","2.30e-8","-1.74","-","32.01","1e-8","0","bin162.log"
"Sep 16 2011","2455820.999988426","337867201","333.65","2.17e-7","2.80e-8","-1.74","-","35.79","1e-8","0","bin163.log"
"Sep 23 2011","2455827.999988426","338472001","351.73","1.94e-7","2.60e-8","-1.74","-","40.37","1e-8","0","bin164.log"
"Sep 30 2011","2455834.999988426","339076801","238.17","1.51e-7","2.40e-8","-1.74","-","45.45","1e-8","0","bin165.log"
"Oct 07 2011","2455841.999988426","339681601","246.09","1.48e-7","2.30e-8","-1.74","-","50.83","1e-8","0","bin166.log"
"Oct 14 2011","2455848.999988426","340286401","327.55","1.61e-7","2.20e-8","-1.74","-","56.35","1e-8","0","bin167.log"
"Oct 21 2011","2455855.999988426","340891201","279.22","1.70e-7","2.30e-8","-1.74","-","61.92","1e-8","0","bin168.log"
"Oct 28 2011","2455862.999988426","341496001","314.14","1.79e-7","2.40e-8","-1.74","-","67.45","1e-8","0","bin169.log"
"Nov 04 2011","2455869.999988426","342100801","406.96","2.24e-7","2.70e-8","-1.74","-","72.87","1e-8","0","bin170.log"
"Nov 11 2011","2455876.999988426","342705601","367.99","1.98e-7","2.50e-8","-1.74","-","78.14","1e-8","0","bin171.log"
"Nov 18 2011","2455883.999988426","343310401","239.65","1.48e-7","2.30e-8","-1.74","-","83.19","1e-8","0","bin172.log"
"Nov 25 2011","2455890.999988426","343915201","147.35","1.14e-7","1.98e-8","-1.74","-","88.00","1e-8","0","bin173.log"
"Dec 02 2011","2455897.999988426","344520001","221.73","1.40e-7","2.10e-8","-1.74","-","92.54","1e-8","0","bin174.log"
"Dec 09 2011","2455904.999988426","345124801","150.6","1.03e-7","2.06e-8","-1.74","-","96.80","1e-8","0","bin175.log"
"Dec 16 2011","2455911.999988426","345729601","158.91","1.15e-7","2.02e-8","-1.74","-","100.79","1e-8","0","bin176.log"
"Dec 23 2011","2455918.999988426","346334401","191.58","1.27e-7","2.20e-8","-1.74","-","104.55","1e-8","0","bin177.log"
"Dec 30 2011","2455925.999988426","346939201","124.68","1.05e-7","2.01e-8","-1.74","-","108.12","1e-8","0","bin178.log"
"Jan 06 2012","2455932.999988426","347544001","206.42","1.32e-7","2.10e-8","-1.74","-","111.56","1e-8","0","bin179.log"
"Jan 13 2012","2455939.999988426","348148801","213.59","1.22e-7","2.10e-8","-1.74","-","114.91","1e-8","0","bin180.log"
"Jan 20 2012","2455946.999988426","348753601","163.89","1.07e-7","1.99e-8","-1.74","-","118.23","1e-8","0","bin181.log"
"Jan 27 2012","2455953.999988426","349358401","105.93","1.09e-7","2.22e-8","-1.74","-","121.54","1e-8","0","bin182.log"
"Feb 03 2012","2455960.999988426","349963201","187.04","1.30e-7","2.20e-8","-1.74","-","124.82","1e-8","0","bin183.log"
"Feb 10 2012","2455967.999988426","350568001","133.61","1.10e-7","2.11e-8","-1.74","-","128.04","1e-8","0","bin184.log"
"Feb 17 2012","2455974.999988426","351172801","205.97","1.25e-7","2.30e-8","-1.74","-","131.13","1e-8","0","bin185.log"
"Feb 24 2012","2455981.999988426","351777601","192.44","1.29e-7","2.20e-8","-1.74","-","133.97","1e-8","0","bin186.log"
"Mar 02 2012","2455988.999988426","352382401","142.4","1.08e-7","2.14e-8","-1.74","-","136.43","1e-8","0","bin187.log"
"Mar 09 2012","2455995.999988426","352987201","343.6","2.07e-7","2.70e-8","-1.74","-","138.32","1e-8","0","bin188.log"
"Mar 16 2012","2456002.999988426","353592001","269.4","2.02e-7","2.90e-8","-1.74","-","139.47","1e-8","0","bin189.log"
"Mar 23 2012","2456009.999988426","354196801","248.95","1.58e-7","2.40e-8","-1.74","-","139.70","1e-8","0","bin190.log"
"Mar 30 2012","2456016.999988426","354801601","370.09","2.28e-7","2.70e-8","-1.74","-","138.89","1e-8","0","bin191.log"
"Apr 06 2012","2456023.999988426","355406401","166.65","1.27e-7","2.10e-8","-1.74","-","137.02","1e-8","0","bin192.log"
"Apr 13 2012","2456030.999988426","356011201","245.81","1.37e-7","2.10e-8","-1.74","-","134.13","1e-8","0","bin193.log"
"Apr 20 2012","2456037.999988426","356616001","172.83","1.52e-7","2.70e-8","-1.74","-","130.34","1e-8","0","bin194.log"
"Apr 27 2012","2456044.999988426","357220801","294.31","1.80e-7","2.60e-8","-1.74","-","125.78","1e-8","0","bin195.log"
"May 04 2012","2456051.999988426","357825601","322.29","2.12e-7","2.80e-8","-1.74","-","120.58","1e-8","0","bin196.log"
"May 11 2012","2456058.999988426","358430401","235.81","1.56e-7","2.40e-8","-1.74","-","114.85","1e-8","0","bin197.log"
"May 18 2012","2456065.999988426","359035201","185.34","1.48e-7","2.40e-8","-1.74","-","108.71","1e-8","0","bin198.log"
"May 25 2012","2456072.999988426","359640001","370.12","2.03e-7","2.40e-8","-1.74","-","102.24","1e-8","0","bin199.log"
"Jun 01 2012","2456079.999988426","360244801","348.77","2.26e-7","3.00e-8","-1.74","-","95.52","1e-8","0","bin200.log"
"Jun 08 2012","2456086.999988426","360849601","326.9","1.93e-7","2.50e-8","-1.74","-","88.62","1e-8","0","bin201.log"
"Jun 15 2012","2456093.999988426","361454401","407.73","2.07e-7","2.50e-8","-1.74","-","81.61","1e-8","0","bin202.log"
"Jun 22 2012","2456100.999988426","362059201","448.66","2.27e-7","2.70e-8","-1.74","-","74.57","1e-8","0","bin203.log"
"Jun 29 2012","2456107.999988426","362664001","446.21","2.87e-7","3.20e-8","-1.74","-","67.57","1e-8","0","bin204.log"
"Jul 06 2012","2456114.999976852","363268801","406.82","3.04e-7","3.50e-8","-1.74","-","60.69","1e-8","0","bin205.log"
"Jul 13 2012","2456121.999976852","363873601","1742.63","6.70e-7","4.20e-8","-1.74","-","54.02","1e-8","0","bin206.log"
"Jul 20 2012","2456128.999976852","364478401","931.55","4.54e-7","3.90e-8","-1.74","-","47.67","1e-8","0","bin207.log"
"Jul 27 2012","2456135.999976852","365083201","1159.61","5.53e-7","4.10e-8","-1.74","-","41.79","1e-8","0","bin208.log"
"Aug 03 2012","2456142.999976852","365688001","998.43","4.44e-7","3.60e-8","-1.74","-","36.61","1e-8","0","bin209.log"
"Aug 10 2012","2456149.999976852","366292801","1215.47","6.12e-7","4.50e-8","-1.74","-","32.41","1e-8","0","bin210.log"
"Aug 17 2012","2456156.999976852","366897601","1554.25","7.01e-7","4.60e-8","-1.74","-","29.57","1e-8","0","bin211.log"
"Aug 24 2012","2456163.999976852","367502401","1290","6.52e-7","4.50e-8","-1.74","-","28.43","1e-8","0","bin212.log"
"Aug 31 2012","2456170.999976852","368107201","836.76","4.44e-7","3.80e-8","-1.74","-","29.12","1e-8","0","bin213.log"
