"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Mar 22 2017","2457834.9999537035","511876801","78","1.60e-7","3.80e-8","-1.74","-","139.73","1e-8","0","bin1051.log"
"Mar 25 2017","2457837.9999537035","512136001","163.14","1.89e-7","3.60e-8","-1.74","-","139.59","1e-8","0","bin1052.log"
"Mar 28 2017","2457840.9999537035","512395201","43.15","8.57e-8","2.73e-8","-1.74","-","139.26","1e-8","0","bin1053.log"
"Mar 31 2017","2457843.9999537035","512654401","65.27","1.20e-7","3.41e-8","-1.74","-","138.73","1e-8","0","bin1054.log"
"Apr 03 2017","2457846.9999537035","512913601","45.65","6.69e-8","2.11e-8","-1.74","-","138.01","1e-8","0","bin1055.log"
"Apr 06 2017","2457849.9999537035","513172801","137.32","1.12e-7","2.07e-8","-1.74","-","137.09","1e-8","0","bin1056.log"
"Apr 09 2017","2457852.9999537035","513432001","314.66","2.07e-7","3.00e-8","-1.74","-","135.99","1e-8","0","bin1057.log"
"Apr 12 2017","2457855.9999537035","513691201","157.18","2.17e-7","4.30e-8","-1.74","-","134.70","1e-8","0","bin1058.log"
"Apr 15 2017","2457858.9999537035","513950401","191.92","2.79e-7","4.70e-8","-1.74","-","133.25","1e-8","0","bin1059.log"
"Apr 18 2017","2457861.9999537035","514209601","165.01","2.58e-7","4.70e-8","-1.74","-","131.63","1e-8","0","bin1060.log"
"Apr 21 2017","2457864.9999537035","514468801","118.53","2.08e-7","4.40e-8","-1.74","-","129.87","1e-8","0","bin1061.log"
"Apr 24 2017","2457867.9999537035","514728001","109.59","1.45e-7","3.50e-8","-1.74","-","127.96","1e-8","0","bin1062.log"
"Apr 27 2017","2457870.9999537035","514987201","102.42","1.36e-7","3.40e-8","-1.74","-","125.93","1e-8","0","bin1063.log"
"Apr 30 2017","2457873.9999537035","515246401","61.03","9.37e-8","2.80e-8","-1.74","-","123.78","1e-8","0","bin1064.log"
"May 03 2017","2457876.9999537035","515505601","74.65","1.31e-7","3.38e-8","-1.74","-","121.52","1e-8","0","bin1065.log"
"May 06 2017","2457879.9999537035","515764801","50.48","1.04e-7","3.17e-8","-1.74","-","119.16","1e-8","0","bin1066.log"
"May 09 2017","2457882.9999537035","516024001","27.11","5.71e-8","2.80e-8","-1.74","-","116.71","1e-8","0","bin1067.log"
"May 12 2017","2457885.9999537035","516283201","51.78","8.28e-8","2.77e-8","-1.74","-","114.18","1e-8","0","bin1068.log"
"May 15 2017","2457888.9999537035","516542401","73.85","1.07e-7","3.28e-8","-1.74","-","111.58","1e-8","0","bin1069.log"
"May 18 2017","2457891.9999537035","516801601","99.64","1.62e-7","3.70e-8","-1.74","-","108.90","1e-8","0","bin1070.log"
"May 21 2017","2457894.9999537035","517060801","82.09","1.63e-7","3.70e-8","-1.74","-","106.17","1e-8","0","bin1071.log"
"May 24 2017","2457897.9999537035","517320001","64.24","1.17e-7","3.07e-8","-1.74","-","103.38","1e-8","0","bin1072.log"
"May 27 2017","2457900.9999537035","517579201","65.32","1.37e-7","3.83e-8","-1.74","-","100.55","1e-8","0","bin1073.log"
"May 30 2017","2457903.9999537035","517838401","78.41","1.39e-7","3.60e-8","-1.74","-","97.67","1e-8","0","bin1074.log"
"Jun 02 2017","2457906.9999537035","518097601","64.82","1.12e-7","3.15e-8","-1.74","-","94.75","1e-8","0","bin1075.log"
"Jun 05 2017","2457909.9999537035","518356801","31.86","7.37e-8","2.81e-8","-1.74","-","91.80","1e-8","0","bin1076.log"
"Jun 08 2017","2457912.9999537035","518616001","99.61","1.11e-7","2.67e-8","-1.74","-","88.83","1e-8","0","bin1077.log"
"Jun 11 2017","2457915.9999537035","518875201","72.93","1.14e-7","3.10e-8","-1.74","-","85.84","1e-8","0","bin1078.log"
"Jun 14 2017","2457918.9999537035","519134401","94.41","1.57e-7","3.90e-8","-1.74","-","82.83","1e-8","0","bin1079.log"
"Jun 17 2017","2457921.9999537035","519393601","58.36","1.37e-7","3.87e-8","-1.74","-","79.82","1e-8","0","bin1080.log"
"Jun 20 2017","2457924.9999537035","519652801","40.9","1.10e-7","3.54e-8","-1.74","-","76.80","1e-8","0","bin1081.log"
"Jun 23 2017","2457927.9999537035","519912001","40.94","1.03e-7","3.15e-8","-1.74","-","73.79","1e-8","0","bin1082.log"
"Jun 26 2017","2457930.9999537035","520171201","10.98","3.26e-8","2.04e-8","-1.74","-","70.78","1e-8","0","bin1083.log"
"Jun 29 2017","2457933.9999537035","520430401","14.26","3.93e-8","2.24e-8","-1.74","-","67.79","1e-8","0","bin1084.log"
"Jul 02 2017","2457936.9999537035","520689601","7.18","5.52e-8","3.04e-8","-1.74","-","64.82","1e-8","0","bin1085.log"
"Jul 05 2017","2457939.9999537035","520948801","36.23","9.24e-8","3.27e-8","-1.74","-","61.87","1e-8","0","bin1086.log"
"Jul 08 2017","2457942.9999537035","521208001","41.04","8.01e-8","2.75e-8","-1.74","-","58.96","1e-8","0","bin1087.log"
"Jul 11 2017","2457945.9999537035","521467201","47.27","1.25e-7","3.36e-8","-1.74","-","56.10","1e-8","0","bin1088.log"
"Jul 14 2017","2457948.9999537035","521726401","97.99","1.92e-7","4.10e-8","-1.74","-","53.29","1e-8","0","bin1089.log"
"Jul 17 2017","2457951.9999537035","521985601","75.4","1.42e-7","3.60e-8","-1.74","-","50.53","1e-8","0","bin1090.log"
"Jul 20 2017","2457954.9999537035","522244801","110.54","1.56e-7","3.60e-8","-1.74","-","47.86","1e-8","0","bin1091.log"
"Jul 23 2017","2457957.9999537035","522504001","77.53","1.38e-7","3.50e-8","-1.74","-","45.26","1e-8","0","bin1092.log"
"Jul 26 2017","2457960.9999537035","522763201","46.4","1.05e-7","3.47e-8","-1.74","-","42.77","1e-8","0","bin1093.log"
"Jul 29 2017","2457963.9999537035","523022401","56.02","1.08e-7","3.34e-8","-1.74","-","40.40","1e-8","0","bin1094.log"
"Aug 01 2017","2457966.9999537035","523281601","48.82","1.15e-7","3.85e-8","-1.74","-","38.16","1e-8","0","bin1095.log"
"Aug 04 2017","2457969.9999537035","523540801","37.4","6.48e-8","2.42e-8","-1.74","-","36.09","1e-8","0","bin1096.log"
"Aug 07 2017","2457972.9999537035","523800001","8.5","3.32e-8","2.11e-8","-1.74","-","34.20","1e-8","0","bin1097.log"
"Aug 10 2017","2457975.9999537035","524059201","39.42","1.01e-7","3.05e-8","-1.74","-","32.53","1e-8","0","bin1098.log"
"Aug 13 2017","2457978.9999537035","524318401","93.6","1.44e-7","3.50e-8","-1.74","-","31.10","1e-8","0","bin1099.log"
"Aug 16 2017","2457981.9999537035","524577601","46.44","1.01e-7","3.11e-8","-1.74","-","29.95","1e-8","0","bin1100.log"
"Aug 19 2017","2457984.9999537035","524836801","45.68","1.12e-7","3.24e-8","-1.74","-","29.11","1e-8","0","bin1101.log"
"Aug 22 2017","2457987.9999537035","525096001","81.3","1.36e-7","3.50e-8","-1.74","-","28.59","1e-8","0","bin1102.log"
"Aug 25 2017","2457990.9999537035","525355201","115.56","1.53e-7","3.70e-8","-1.74","-","28.41","1e-8","0","bin1103.log"
"Aug 28 2017","2457993.9999537035","525614401","31.3","7.00e-8","2.90e-8","-1.74","-","28.58","1e-8","0","bin1104.log"
"Aug 31 2017","2457996.9999537035","525873601","96.93","1.51e-7","3.30e-8","-1.74","-","29.07","1e-8","0","bin1105.log"
"Sep 03 2017","2457999.9999537035","526132801","144.46","1.88e-7","3.80e-8","-1.74","-","29.87","1e-8","0","bin1106.log"
"Sep 06 2017","2458002.9999537035","526392001","46.72","1.02e-7","3.51e-8","-1.74","-","30.95","1e-8","0","bin1107.log"
"Sep 09 2017","2458005.9999537035","526651201","22.92","8.37e-8","3.21e-8","-1.74","-","32.27","1e-8","0","bin1108.log"
"Sep 12 2017","2458008.9999537035","526910401","36.01","1.14e-7","3.93e-8","-1.74","-","33.80","1e-8","0","bin1109.log"
"Sep 15 2017","2458011.9999537035","527169601","16.76","7.03e-8","3.47e-8","-1.74","-","35.52","1e-8","0","bin1110.log"
"Sep 18 2017","2458014.9999537035","527428801","128.61","2.59e-7","5.40e-8","-1.74","-","37.38","1e-8","0","bin1111.log"
"Sep 21 2017","2458017.9999537035","527688001","98.91","2.04e-7","4.30e-8","-1.74","-","39.37","1e-8","0","bin1112.log"
"Sep 24 2017","2458020.9999537035","527947201","59.19","1.51e-7","4.20e-8","-1.74","-","41.46","1e-8","0","bin1113.log"
"Sep 27 2017","2458023.9999537035","528206401","82.42","1.28e-7","3.62e-8","-1.74","-","43.62","1e-8","0","bin1114.log"
"Sep 30 2017","2458026.9999537035","528465601","59.75","9.97e-8","3.30e-8","-1.74","-","45.86","1e-8","0","bin1115.log"
"Oct 03 2017","2458029.9999537035","528724801","79.54","1.58e-7","3.90e-8","-1.74","-","48.14","1e-8","0","bin1116.log"
"Oct 06 2017","2458032.9999537035","528984001","103.68","1.38e-7","3.40e-8","-1.74","-","50.47","1e-8","0","bin1117.log"
"Oct 09 2017","2458035.9999537035","529243201","25.33","5.30e-8","2.78e-8","-1.74","-","52.82","1e-8","0","bin1118.log"
"Oct 12 2017","2458038.9999537035","529502401","54.41","1.10e-7","3.27e-8","-1.74","-","55.19","1e-8","0","bin1119.log"
"Oct 15 2017","2458041.9999537035","529761601","17.98","7.93e-8","3.22e-8","-1.74","-","57.57","1e-8","0","bin1120.log"
"Oct 18 2017","2458044.9999537035","530020801","108.44","1.91e-7","4.20e-8","-1.74","-","59.96","1e-8","0","bin1121.log"
"Oct 21 2017","2458047.9999537035","530280001","66.21","9.81e-8","2.96e-8","-1.74","-","62.35","1e-8","0","bin1122.log"
"Oct 24 2017","2458050.9999537035","530539201","108.72","1.52e-7","3.60e-8","-1.74","-","64.72","1e-8","0","bin1123.log"
"Oct 27 2017","2458053.9999537035","530798401","85.02","1.45e-7","3.70e-8","-1.74","-","67.09","1e-8","0","bin1124.log"
"Oct 30 2017","2458056.9999537035","531057601","121.97","1.41e-7","3.60e-8","-1.74","-","69.43","1e-8","0","bin1125.log"
"Nov 02 2017","2458059.9999537035","531316801","56.28","1.20e-7","3.33e-8","-1.74","-","71.75","1e-8","0","bin1126.log"
"Nov 05 2017","2458062.9999537035","531576001","123.54","1.70e-7","3.70e-8","-1.74","-","74.05","1e-8","0","bin1127.log"
"Nov 08 2017","2458065.9999537035","531835201","95.53","1.48e-7","3.70e-8","-1.74","-","76.31","1e-8","0","bin1128.log"
"Nov 11 2017","2458068.9999537035","532094401","42.68","9.59e-8","3.28e-8","-1.74","-","78.53","1e-8","0","bin1129.log"
"Nov 14 2017","2458071.9999537035","532353601","75.51","1.45e-7","3.60e-8","-1.74","-","80.72","1e-8","0","bin1130.log"
"Nov 17 2017","2458074.9999537035","532612801","97.54","1.25e-7","3.05e-8","-1.74","-","82.87","1e-8","0","bin1131.log"
"Nov 20 2017","2458077.9999537035","532872001","192.64","2.10e-7","3.90e-8","-1.74","-","84.97","1e-8","0","bin1132.log"
"Nov 23 2017","2458080.9999537035","533131201","131.39","1.81e-7","3.60e-8","-1.74","-","87.02","1e-8","0","bin1133.log"
"Nov 26 2017","2458083.9999537035","533390401","143.7","1.70e-7","3.60e-8","-1.74","-","89.02","1e-8","0","bin1134.log"
"Nov 29 2017","2458086.9999537035","533649601","203.99","2.70e-7","4.30e-8","-1.74","-","90.97","1e-8","0","bin1135.log"
"Dec 02 2017","2458089.9999537035","533908801","109.25","1.60e-7","3.60e-8","-1.74","-","92.88","1e-8","0","bin1136.log"
"Dec 05 2017","2458092.9999537035","534168001","61.84","1.17e-7","3.37e-8","-1.74","-","94.73","1e-8","0","bin1137.log"
"Dec 08 2017","2458095.9999537035","534427201","72.75","1.35e-7","3.40e-8","-1.74","-","96.53","1e-8","0","bin1138.log"
"Dec 11 2017","2458098.9999537035","534686401","158.73","2.09e-7","4.20e-8","-1.74","-","98.28","1e-8","0","bin1139.log"
"Dec 14 2017","2458101.9999537035","534945601","113.42","2.08e-7","4.40e-8","-1.74","-","99.98","1e-8","0","bin1140.log"
"Dec 17 2017","2458104.9999537035","535204801","170.76","1.92e-7","3.50e-8","-1.74","-","101.64","1e-8","0","bin1141.log"
"Dec 20 2017","2458107.9999537035","535464001","216.99","2.54e-7","4.10e-8","-1.74","-","103.25","1e-8","0","bin1142.log"
"Dec 23 2017","2458110.9999537035","535723201","203.27","2.57e-7","4.40e-8","-1.74","-","104.83","1e-8","0","bin1143.log"
"Dec 26 2017","2458113.9999537035","535982401","121.31","1.87e-7","3.80e-8","-1.74","-","106.37","1e-8","0","bin1144.log"
"Dec 29 2017","2458116.9999537035","536241601","152.48","1.79e-7","3.90e-8","-1.74","-","107.89","1e-8","0","bin1145.log"
"Jan 01 2018","2458119.9999537035","536500801","167.71","2.11e-7","3.80e-8","-1.74","-","109.38","1e-8","0","bin1146.log"
"Jan 04 2018","2458122.9999537035","536760001","75.79","1.54e-7","4.00e-8","-1.74","-","110.85","1e-8","0","bin1147.log"
"Jan 07 2018","2458125.9999537035","537019201","150.44","2.04e-7","4.20e-8","-1.74","-","112.30","1e-8","0","bin1148.log"
"Jan 10 2018","2458128.9999537035","537278401","182.95","2.78e-7","5.10e-8","-1.74","-","113.74","1e-8","0","bin1149.log"
"Jan 13 2018","2458131.9999537035","537537601","163.93","2.11e-7","4.00e-8","-1.74","-","115.17","1e-8","0","bin1150.log"
"Jan 16 2018","2458134.9999537035","537796801","215.8","3.27e-7","5.40e-8","-1.74","-","116.60","1e-8","0","bin1151.log"
"Jan 19 2018","2458137.9999537035","538056001","60.85","2.36e-7","6.30e-8","-1.74","-","118.02","1e-8","0","bin1152.log"
"Jan 22 2018","2458140.9999537035","538315201","72.32","2.43e-7","6.00e-8","-1.74","-","119.43","1e-8","0","bin1153.log"
"Jan 25 2018","2458143.9999537035","538574401","144.92","2.13e-7","4.60e-8","-1.74","-","120.85","1e-8","0","bin1154.log"
"Jan 31 2018","2458149.9999537035","539092801","166.47","4.09e-7","8.10e-8","-1.74","-","123.67","1e-8","0","bin1156.log"
"Feb 03 2018","2458152.9999537035","539352001","54.7","5.63e-7","1.85e-7","-1.74","-","125.07","1e-8","0","bin1157.log"
"Feb 06 2018","2458155.9999537035","539611201","121.83","4.35e-7","8.90e-8","-1.74","-","126.46","1e-8","0","bin1158.log"
"Feb 09 2018","2458158.9999537035","539870401","399.23","4.39e-7","5.40e-8","-1.74","-","127.83","1e-8","0","bin1159.log"
"Feb 12 2018","2458161.9999537035","540129601","336.35","3.82e-7","5.30e-8","-1.74","-","129.18","1e-8","0","bin1160.log"
"Feb 15 2018","2458164.9999537035","540388801","548.08","5.99e-7","6.60e-8","-1.74","-","130.50","1e-8","0","bin1161.log"
"Feb 18 2018","2458167.9999537035","540648001","243.21","3.39e-7","5.20e-8","-1.74","-","131.78","1e-8","0","bin1162.log"
"Feb 21 2018","2458170.9999537035","540907201","189.94","2.31e-7","4.30e-8","-1.74","-","133.01","1e-8","0","bin1163.log"
"Feb 24 2018","2458173.9999537035","541166401","247.59","3.11e-7","5.20e-8","-1.74","-","134.18","1e-8","0","bin1164.log"
"Feb 27 2018","2458176.9999537035","541425601","122.12","1.70e-7","3.70e-8","-1.74","-","135.27","1e-8","0","bin1165.log"
"Mar 02 2018","2458179.9999537035","541684801","90.65","1.73e-7","4.20e-8","-1.74","-","136.28","1e-8","0","bin1166.log"
"Mar 05 2018","2458182.9999537035","541944001","86.73","1.63e-7","3.70e-8","-1.74","-","137.19","1e-8","0","bin1167.log"
"Mar 08 2018","2458185.9999537035","542203201","146.78","2.14e-7","4.00e-8","-1.74","-","137.98","1e-8","0","bin1168.log"
"Mar 11 2018","2458188.9999537035","542462401","295.36","2.87e-7","4.60e-8","-1.74","-","138.65","1e-8","0","bin1169.log"
"Mar 14 2018","2458191.9999537035","542721601","29.55","2.16e-7","7.80e-8","-1.74","-","139.16","1e-8","0","bin1170.log"
"Mar 17 2018","2458194.9999537035","542980801","0","< 1.46e-6","-","-","-","139.52","1e-8","0","bin1171.log"
"Apr 13 2018","2458221.9999537035","545313601","3.45","< 2.67e-7","-","-","-","134.35","1e-8","0","bin1180.log"
"Apr 16 2018","2458224.9999537035","545572801","2.28","< 1.63e-7","-","-","-","132.85","1e-8","0","bin1181.log"
"Apr 19 2018","2458227.9999537035","545832001","47.73","2.19e-7","6.90e-8","-1.74","-","131.20","1e-8","0","bin1182.log"
"Apr 22 2018","2458230.9999537035","546091201","21.96","1.77e-7","6.60e-8","-1.74","-","129.40","1e-8","0","bin1183.log"
"Apr 25 2018","2458233.9999537035","546350401","31.24","1.23e-7","5.64e-8","-1.74","-","127.46","1e-8","0","bin1184.log"
"May 01 2018","2458239.9999537035","546868801","75.5","8.83e-8","2.32e-8","-1.74","-","123.22","1e-8","0","bin1186.log"
"May 04 2018","2458242.9999537035","547128001","256.92","1.54e-7","2.40e-8","-1.74","-","120.93","1e-8","0","bin1187.log"
"May 07 2018","2458245.9999537035","547387201","226.26","1.75e-7","2.70e-8","-1.74","-","118.55","1e-8","0","bin1188.log"
"May 10 2018","2458248.9999537035","547646401","326.94","2.21e-7","2.80e-8","-1.74","-","116.08","1e-8","0","bin1189.log"
"May 13 2018","2458251.9999537035","547905601","115.87","1.96e-7","3.90e-8","-1.74","-","113.53","1e-8","0","bin1190.log"
"May 22 2018","2458260.9999537035","548683201","74.99","8.28e-8","2.17e-8","-1.74","-","105.47","1e-8","0","bin1193.log"
"May 25 2018","2458263.9999537035","548942401","90.73","1.03e-7","2.32e-8","-1.74","-","102.67","1e-8","0","bin1194.log"
"May 28 2018","2458266.9999537035","549201601","82.72","8.84e-8","2.17e-8","-1.74","-","99.82","1e-8","0","bin1195.log"
"May 31 2018","2458269.9999537035","549460801","101.04","9.60e-8","2.36e-8","-1.74","-","96.93","1e-8","0","bin1196.log"
"Jun 03 2018","2458272.9999537035","549720001","86.68","1.18e-7","2.73e-8","-1.74","-","94.01","1e-8","0","bin1197.log"
"Jun 06 2018","2458275.9999537035","549979201","108.26","1.33e-7","2.80e-8","-1.74","-","91.06","1e-8","0","bin1198.log"
"Jun 09 2018","2458278.9999537035","550238401","63.04","1.74e-7","4.20e-8","-1.74","-","88.08","1e-8","0","bin1199.log"
"Jun 12 2018","2458281.9999537035","550497601","54.56","2.49e-7","8.80e-8","-1.74","-","85.08","1e-8","0","bin1200.log"
"Jun 15 2018","2458284.9999537035","550756801","15.84","1.75e-7","8.46e-8","-1.74","-","82.07","1e-8","0","bin1201.log"
"Jun 18 2018","2458287.9999537035","551016001","2.54","< 1.99e-7","-","-","-","79.06","1e-8","0","bin1202.log"
"Jun 21 2018","2458290.9999537035","551275201","148.36","1.24e-7","2.40e-8","-1.74","-","76.04","1e-8","0","bin1203.log"
"Jun 24 2018","2458293.9999537035","551534401","60.93","6.35e-8","1.96e-8","-1.74","-","73.03","1e-8","0","bin1204.log"
"Jul 06 2018","2458305.9999537035","552571201","23.01","1.67e-7","6.30e-8","-1.74","-","61.13","1e-8","0","bin1208.log"
"Jul 09 2018","2458308.9999537035","552830401","124.92","2.22e-7","4.60e-8","-1.74","-","58.24","1e-8","0","bin1209.log"
"Jul 12 2018","2458311.9999537035","553089601","43.08","1.07e-7","3.24e-8","-1.74","-","55.38","1e-8","0","bin1210.log"
"Jul 15 2018","2458314.9999537035","553348801","48.47","8.78e-8","2.60e-8","-1.74","-","52.58","1e-8","0","bin1211.log"
"Jul 18 2018","2458317.9999537035","553608001","14.44","3.44e-8","1.78e-8","-1.74","-","49.85","1e-8","0","bin1212.log"
"Jul 21 2018","2458320.9999537035","553867201","32.31","6.98e-8","2.54e-8","-1.74","-","47.19","1e-8","0","bin1213.log"
"Jul 24 2018","2458323.9999537035","554126401","39.73","9.44e-8","3.50e-8","-1.74","-","44.62","1e-8","0","bin1214.log"
"Jul 27 2018","2458326.9999537035","554385601","0","< 2.06e-7","-","-","-","42.16","1e-8","0","bin1215.log"
"Jul 30 2018","2458329.9999537035","554644801","7.29","3.26e-8","3.27e-8","-1.74","-","39.82","1e-8","0","bin1216.log"
"Aug 02 2018","2458332.9999537035","554904001","49.74","7.91e-8","2.49e-8","-1.74","-","37.62","1e-8","0","bin1217.log"
"Aug 05 2018","2458335.9999537035","555163201","57.41","8.32e-8","2.48e-8","-1.74","-","35.59","1e-8","0","bin1218.log"
"Aug 08 2018","2458338.9999537035","555422401","113.69","1.10e-7","2.44e-8","-1.74","-","33.75","1e-8","0","bin1219.log"
"Aug 11 2018","2458341.9999537035","555681601","96.81","1.02e-7","2.35e-8","-1.74","-","32.14","1e-8","0","bin1220.log"
"Aug 14 2018","2458344.9999537035","555940801","45.2","8.15e-8","2.18e-8","-1.74","-","30.78","1e-8","0","bin1221.log"
"Aug 29 2018","2458359.9999537035","557236801","6.76","2.22e-5","1.20e-5","-1.74","-","28.67","1e-8","0","bin1226.log"
"Sep 01 2018","2458362.9999537035","557496001","4.96","1.40e-7","1.44e-7","-1.74","-","29.24","1e-8","0","bin1227.log"
"Sep 04 2018","2458365.9999537035","557755201","0","< 3.77e-7","-","-","-","30.11","1e-8","0","bin1228.log"
"Sep 13 2018","2458374.9999537035","558532801","52.39","9.09e-8","2.94e-8","-1.74","-","34.22","1e-8","0","bin1231.log"
"Sep 16 2018","2458377.9999537035","558792001","197.91","1.27e-7","2.40e-8","-1.74","-","35.97","1e-8","0","bin1232.log"
"Sep 19 2018","2458380.9999537035","559051201","114.33","1.16e-7","2.41e-8","-1.74","-","37.87","1e-8","0","bin1233.log"
"Sep 22 2018","2458383.9999537035","559310401","72.11","1.02e-7","2.65e-8","-1.74","-","39.89","1e-8","0","bin1234.log"
"Sep 25 2018","2458386.9999537035","559569601","85.85","9.83e-8","2.42e-8","-1.74","-","42.00","1e-8","0","bin1235.log"
"Sep 28 2018","2458389.9999537035","559828801","60.78","7.92e-8","2.15e-8","-1.74","-","44.18","1e-8","0","bin1236.log"
"Oct 01 2018","2458392.9999537035","560088001","141.98","1.30e-7","2.60e-8","-1.74","-","46.43","1e-8","0","bin1237.log"
"Oct 04 2018","2458395.9999537035","560347201","101.11","9.68e-8","2.13e-8","-1.74","-","48.73","1e-8","0","bin1238.log"
"Oct 07 2018","2458398.9999537035","560606401","2.86","< 1.22e-7","-","-","-","51.06","1e-8","0","bin1239.log"
"Oct 25 2018","2458416.9999537035","562161601","81.92","9.44e-8","2.61e-8","-1.74","-","65.32","1e-8","0","bin1245.log"
"Oct 28 2018","2458419.9999537035","562420801","56.53","6.01e-8","1.62e-8","-1.74","-","67.68","1e-8","0","bin1246.log"
"Oct 31 2018","2458422.9999537035","562680001","180.9","1.22e-7","2.21e-8","-1.74","-","70.02","1e-8","0","bin1247.log"
"Nov 03 2018","2458425.9999537035","562939201","181.62","1.62e-7","2.80e-8","-1.74","-","72.33","1e-8","0","bin1248.log"
"Nov 06 2018","2458428.9999537035","563198401","225.56","1.77e-7","2.90e-8","-1.74","-","74.62","1e-8","0","bin1249.log"
"Nov 09 2018","2458431.9999537035","563457601","126.17","1.37e-7","2.80e-8","-1.74","-","76.87","1e-8","0","bin1250.log"
"Nov 12 2018","2458434.9999537035","563716801","99.58","1.31e-7","2.90e-8","-1.74","-","79.09","1e-8","0","bin1251.log"
"Nov 15 2018","2458437.9999537035","563976001","42.56","6.08e-8","2.24e-8","-1.74","-","81.27","1e-8","0","bin1252.log"
"Nov 18 2018","2458440.9999537035","564235201","112.45","1.49e-7","3.10e-8","-1.74","-","83.40","1e-8","0","bin1253.log"
"Nov 21 2018","2458443.9999537035","564494401","62.56","8.34e-8","2.38e-8","-1.74","-","85.49","1e-8","0","bin1254.log"
"Nov 24 2018","2458446.9999537035","564753601","104.71","1.03e-7","2.25e-8","-1.74","-","87.53","1e-8","0","bin1255.log"
"Nov 27 2018","2458449.9999537035","565012801","71.69","1.12e-7","2.91e-8","-1.74","-","89.52","1e-8","0","bin1256.log"
"Nov 30 2018","2458452.9999537035","565272001","61.95","9.99e-8","2.73e-8","-1.74","-","91.46","1e-8","0","bin1257.log"
"Dec 03 2018","2458455.9999537035","565531201","103.79","1.36e-7","3.10e-8","-1.74","-","93.35","1e-8","0","bin1258.log"
"Dec 06 2018","2458458.9999537035","565790401","84.64","1.03e-7","2.84e-8","-1.74","-","95.18","1e-8","0","bin1259.log"
"Dec 09 2018","2458461.9999537035","566049601","259.63","2.27e-7","3.30e-8","-1.74","-","96.97","1e-8","0","bin1260.log"
"Dec 12 2018","2458464.9999537035","566308801","143.66","1.22e-7","2.29e-8","-1.74","-","98.71","1e-8","0","bin1261.log"
"Dec 15 2018","2458467.9999537035","566568001","76.3","1.13e-7","3.16e-8","-1.74","-","100.40","1e-8","0","bin1262.log"
"Dec 18 2018","2458470.9999537035","566827201","155.92","1.60e-7","3.10e-8","-1.74","-","102.05","1e-8","0","bin1263.log"
"Dec 21 2018","2458473.9999537035","567086401","52.27","1.03e-7","2.80e-8","-1.74","-","103.65","1e-8","0","bin1264.log"
"Dec 24 2018","2458476.9999537035","567345601","187.26","1.73e-7","3.20e-8","-1.74","-","105.22","1e-8","0","bin1265.log"
"Dec 27 2018","2458479.9999537035","567604801","30.42","7.04e-8","2.87e-8","-1.74","-","106.76","1e-8","0","bin1266.log"
"Dec 30 2018","2458482.9999537035","567864001","30.52","7.77e-8","3.32e-8","-1.74","-","108.27","1e-8","0","bin1267.log"
"Jan 02 2019","2458485.9999537035","568123201","51.62","1.39e-7","4.18e-8","-1.74","-","109.75","1e-8","0","bin1268.log"
"Jan 05 2019","2458488.9999537035","568382401","46.99","7.16e-8","2.21e-8","-1.74","-","111.21","1e-8","0","bin1269.log"
"Jan 08 2019","2458491.9999537035","568641601","89.69","1.18e-7","3.11e-8","-1.74","-","112.66","1e-8","0","bin1270.log"
"Jan 11 2019","2458494.9999537035","568900801","59.16","1.16e-7","3.05e-8","-1.74","-","114.10","1e-8","0","bin1271.log"
"Jan 14 2019","2458497.9999537035","569160001","33.9","9.82e-8","3.22e-8","-1.74","-","115.53","1e-8","0","bin1272.log"
"Jan 17 2019","2458500.9999537035","569419201","100.51","1.96e-7","4.00e-8","-1.74","-","116.95","1e-8","0","bin1273.log"
"Jan 20 2019","2458503.9999537035","569678401","83.99","1.41e-7","3.70e-8","-1.74","-","118.37","1e-8","0","bin1274.log"
"Jan 23 2019","2458506.9999537035","569937601","41.29","9.24e-8","2.79e-8","-1.74","-","119.79","1e-8","0","bin1275.log"
"Jan 26 2019","2458509.9999537035","570196801","75.71","8.50e-8","2.21e-8","-1.74","-","121.21","1e-8","0","bin1276.log"
"Jan 29 2019","2458512.9999537035","570456001","31.14","5.15e-8","1.81e-8","-1.74","-","122.62","1e-8","0","bin1277.log"
"Feb 01 2019","2458515.9999537035","570715201","0","< 9.49e-7","-","-","-","124.02","1e-8","0","bin1278.log"
"Feb 04 2019","2458518.9999537035","570974401","0","< 4.20e-7","-","-","-","125.42","1e-8","0","bin1279.log"
"Feb 07 2019","2458521.9999537035","571233601","0","< 2.00e-7","-","-","-","126.80","1e-8","0","bin1280.log"
"Feb 10 2019","2458524.9999537035","571492801","0","< 1.42e-7","-","-","-","128.17","1e-8","0","bin1281.log"
"Feb 13 2019","2458527.9999537035","571752001","0.55","< 2.13e-7","-","-","-","129.51","1e-8","0","bin1282.log"
"Feb 16 2019","2458530.9999537035","572011201","3.3","< 5.86e-7","-","-","-","130.82","1e-8","0","bin1283.log"
"Feb 19 2019","2458533.9999537035","572270401","58.47","1.21e-7","3.96e-8","-1.74","-","132.09","1e-8","0","bin1284.log"
"Feb 22 2019","2458536.9999537035","572529601","104.11","1.76e-7","3.90e-8","-1.74","-","133.31","1e-8","0","bin1285.log"
